看似	看似	AUX	cop	簡單	簡單	ADJ	1
紐約	紐約	PROPN	obj	在	在	VERB	4
於	於	ADP	case	日	日	NOUN	59
1928	1928	NUM	nummod	年	年	NOUN	6
年	年	NOUN	clf	日	日	NOUN	233
12	12	NUM	nummod	月	月	NOUN	46
月	月	NOUN	clf	日	日	NOUN	298
31	31	NUM	nummod	日	日	NOUN	11
日	日	NOUN	obl	由	由	VERB	2
由	由	VERB	root	ROOT	ROOT	ROOT	55
瓦德	瓦德	PROPN	nmod	丹路殊	丹路殊	PROPN	1
·	·	PUNCT	punct	丹路殊	丹路殊	PROPN	1
丹路殊	丹路殊	PROPN	nsubj	指揮	指揮	VERB	1
(	(	PUNCT	punct	Walter	Walter	X	1
Walter	Walter	X	appos	丹路殊	丹路殊	PROPN	1
Damrosch	Damrosch	X	flat:foreign	Walter	Walter	X	1
)	)	PUNCT	punct	Walter	Walter	X	1
指揮	指揮	VERB	ccomp	由	由	VERB	3
紐約	紐約	PROPN	nmod	愛樂	愛樂	NOUN	1
愛樂	愛樂	NOUN	nsubj	演出	演出	VERB	1
演出	演出	VERB	ccomp	指揮	指揮	VERB	1
.	.	PUNCT	punct	由	由	VERB	51
而	而	ADV	mark	拆穿	拆穿	VERB	1
雪莉	雪莉	PROPN	det	身份	身份	NOUN	2
的	的	PART	case:dec	雪莉	雪莉	PROPN	2
卧底	卧底	NOUN	nmod	身份	身份	NOUN	1
身份	身份	NOUN	nsubj:pass	拆穿	拆穿	VERB	1
也	也	ADV	mark	拆穿	拆穿	VERB	1
拆穿	拆穿	VERB	dep	搞垮	搞垮	VERB	1
,	,	PUNCT	punct	搞垮	搞垮	VERB	3
原來	原來	ADV	advmod	蓓	蓓	PROPN	1
真正	真正	ADJ	amod	身份	身份	NOUN	2
身份	身份	NOUN	nsubj	蓓	蓓	PROPN	1
是	是	AUX	cop	蓓	蓓	PROPN	1
雲想	雲想	PROPN	nmod	長	長	PART	1
集團	集團	NOUN	nmod	長	長	PART	2
董事	董事	NOUN	case:suff	長	長	PART	6
長	長	PART	appos	超	超	PROPN	1
高	高	PROPN	nmod	超	超	PROPN	1
超	超	PROPN	det	女	女	NOUN	1
之	之	PART	case:dec	超	超	PROPN	1
女	女	NOUN	appos	蓓	蓓	PROPN	1
高	高	PROPN	nmod	蓓	蓓	PROPN	1
蓓	蓓	PROPN	dep	搞垮	搞垮	VERB	1
受	受	VERB	acl	搞垮	搞垮	VERB	1
後母	後母	NOUN	appos	緹	緹	PROPN	1
品	品	PROPN	nmod	緹	緹	PROPN	1
緹	緹	PROPN	nsubj	指使	指使	VERB	1
(	(	PUNCT	punct	飾	飾	VERB	5
王	王	PROPN	nmod	琳	琳	PROPN	1
琳	琳	PROPN	nsubj	飾	飾	VERB	1
飾	飾	VERB	dislocated	緹	緹	PROPN	1
)	)	PUNCT	punct	飾	飾	VERB	5
指使	指使	VERB	ccomp	受	受	VERB	1
化名	化名	VERB	acl	搞垮	搞垮	VERB	1
雪莉	雪莉	PROPN	obj	化名	化名	VERB	1
潛入	潛入	VERB	acl	搞垮	搞垮	VERB	1
天衣	天衣	PROPN	obj	集團	集團	NOUN	1
集團	集團	NOUN	obj	潛入	潛入	VERB	1
搞垮	搞垮	VERB	root	ROOT	ROOT	ROOT	1
天衣	天衣	PROPN	obl	搞垮	搞垮	VERB	1
.	.	PUNCT	punct	搞垮	搞垮	VERB	1
靜華	靜華	PROPN	nsubj	投靠	投靠	VERB	1
後來	後來	NOUN	nmod:tmod	投靠	投靠	VERB	1
發現	發現	VERB	acl	投靠	投靠	VERB	1
葉	葉	PROPN	nmod	廣義	廣義	PROPN	1
廣義	廣義	PROPN	nsubj	不愛	不愛	VERB	1
不愛	不愛	VERB	ccomp	發現	發現	VERB	1
自己	自己	PRON	obj	不愛	不愛	VERB	1
便	便	ADV	mark	投靠	投靠	VERB	1
偷取	偷取	VERB	acl	投靠	投靠	VERB	1
美麗	美麗	PROPN	det	創意	創意	NOUN	1
的	的	PART	case:dec	美麗	美麗	PROPN	1
設計	設計	NOUN	nmod	創意	創意	NOUN	1
創意	創意	NOUN	obj	偷取	偷取	VERB	1
投靠	投靠	VERB	root	ROOT	ROOT	ROOT	1
雲想	雲想	PROPN	nmod	集團	集團	NOUN	1
集團	集團	NOUN	obj	投靠	投靠	VERB	1
.	.	PUNCT	punct	投靠	投靠	VERB	1
吳	吳	PROPN	nmod	湯興	湯興	PROPN	2
湯興	湯興	PROPN	nsubj	囑咐	囑咐	VERB	1
將	將	VERB	aux:caus	交給	交給	VERB	3
髮辮	髮辮	NOUN	obj	交給	交給	VERB	1
交給	交給	VERB	acl	囑咐	囑咐	VERB	1
妻子	妻子	NOUN	iobj	交給	交給	VERB	1
,	,	PUNCT	punct	囑咐	囑咐	VERB	1
並且	並且	ADV	mark	囑咐	囑咐	VERB	1
囑咐	囑咐	VERB	root	ROOT	ROOT	ROOT	1
若	若	ADP	case	戰死	戰死	VERB	1
不幸	不幸	ADV	advmod	戰死	戰死	VERB	1
戰死	戰死	VERB	xcomp	以	以	VERB	1
,	,	PUNCT	punct	以	以	VERB	24
以	以	VERB	xcomp	囑咐	囑咐	VERB	1
髮	髮	NOUN	nsubj	塚	塚	NOUN	1
為	為	AUX	cop	塚	塚	NOUN	1
塚	塚	NOUN	ccomp	以	以	VERB	1
.	.	PUNCT	punct	囑咐	囑咐	VERB	1
隔日	隔日	NOUN	nmod:tmod	前往	前往	VERB	1
義民	義民	NOUN	case:suff	軍	軍	PART	1
軍	軍	PART	nsubj	前往	前往	VERB	1
啟程	啟程	VERB	acl	前往	前往	VERB	1
前往	前往	VERB	dep	成仁	成仁	VERB	1
八卦	八卦	PROPN	case:suff	山	山	PART	3
山	山	PART	obj	前往	前往	VERB	1
,	,	PUNCT	punct	成仁	成仁	VERB	1
湯興	湯興	PROPN	nmod	人	人	NOUN	1
一	一	NUM	nummod	行	行	NOUN	2
行	行	NOUN	clf	人	人	NOUN	2
人	人	NOUN	nsubj	成仁	成仁	VERB	1
皆	皆	ADV	advmod	成仁	成仁	VERB	1
壯烈	壯烈	ADV	advmod	成仁	成仁	VERB	1
成仁	成仁	VERB	root	ROOT	ROOT	ROOT	1
.	.	PUNCT	punct	成仁	成仁	VERB	1
一	一	NUM	nummod	級	級	NOUN	7
級	級	NOUN	nmod	抗體	抗體	NOUN	1
抗體	抗體	NOUN	nsubj	有用	有用	ADJ	1
對於	對於	ADP	case	檢測	檢測	VERB	1
檢測	檢測	VERB	xcomp	有用	有用	ADJ	1
如	如	VERB	csubj	特有	特有	VERB	1
癌症	癌症	NOUN	nsubj	如	如	VERB	1
、	、	PUNCT	punct	病	病	PART	1
糖尿	糖尿	NOUN	case:suff	病	病	PART	1
病	病	PART	conj	癌症	癌症	NOUN	2
、	、	PUNCT	punct	症	症	PART	1
帕金森	帕金森	PROPN	case:suff	氏	氏	PART	1
氏	氏	PART	case:suff	症	症	PART	1
症	症	PART	conj	癌症	癌症	NOUN	1
和	和	CCONJ	cc	病	病	PART	1
阿爾茨海默	阿爾茨海默	PROPN	case:suff	氏	氏	PART	1
氏	氏	PART	case:suff	病	病	PART	1
等	等	NOUN	acl	癌症	癌症	NOUN	1
疾病	疾病	NOUN	appos	癌症	癌症	NOUN	1
所	所	ADV	mark	特有	特有	VERB	1
特有	特有	VERB	acl:relcl	標記	標記	NOUN	1
的	的	PART	mark:relcl	特有	特有	VERB	1
生物	生物	NOUN	nmod	標記	標記	NOUN	1
標記	標記	NOUN	obj	檢測	檢測	VERB	1
是	是	AUX	cop	有用	有用	ADJ	1
非常	非常	ADV	advmod	有用	有用	ADJ	1
有用	有用	ADJ	root	ROOT	ROOT	ROOT	1
的	的	X	discourse	有用	有用	ADJ	1
.	.	PUNCT	punct	有用	有用	ADJ	1
丁	丁	PROPN	nmod	啟睿	啟睿	PROPN	1
啟睿	啟睿	PROPN	nsubj	逃奔	逃奔	VERB	1
與	與	CCONJ	cc	文岳	文岳	PROPN	1
楊	楊	PROPN	nmod	文岳	文岳	PROPN	1
文岳	文岳	PROPN	conj	啟睿	啟睿	PROPN	1
逃奔	逃奔	VERB	dep	丟失	丟失	VERB	1
汝寧	汝寧	PROPN	obj	逃奔	逃奔	VERB	1
,	,	PUNCT	punct	丟失	丟失	VERB	7
明	明	PROPN	case:suff	軍	軍	PART	2
軍	軍	PART	nsubj	死傷	死傷	NOUN	1
一路	一路	NOUN	advmod	死傷	死傷	NOUN	1
死傷	死傷	NOUN	dep	丟失	丟失	VERB	1
無數	無數	NUM	advmod	死傷	死傷	NOUN	1
傅	傅	PROPN	nmod	宗龍	宗龍	PROPN	1
宗龍	宗龍	PROPN	nsubj	戰死	戰死	VERB	1
戰死	戰死	VERB	dep	丟失	丟失	VERB	1
啟睿	啟睿	PROPN	det	敕書	敕書	NOUN	1
的	的	PART	case:dec	啟睿	啟睿	PROPN	1
敕書	敕書	NOUN	nsubj	丟失	丟失	VERB	1
、	、	PUNCT	punct	寶劍	寶劍	NOUN	1
尚方	尚方	NOUN	nmod	寶劍	寶劍	NOUN	1
寶劍	寶劍	NOUN	conj	敕書	敕書	NOUN	1
等	等	NOUN	acl	敕書	敕書	NOUN	1
全部	全部	DET	advmod	丟失	丟失	VERB	1
丟失	丟失	VERB	root	ROOT	ROOT	ROOT	1
.	.	PUNCT	punct	丟失	丟失	VERB	1
1900	1900	NUM	nummod	年	年	NOUN	3
年	年	NOUN	nmod:tmod	侵入	侵入	VERB	1
,	,	PUNCT	punct	侵入	侵入	VERB	1
八	八	NUM	nummod	國	國	NOUN	2
國	國	NOUN	nmod	聯軍	聯軍	NOUN	2
聯軍	聯軍	NOUN	nsubj	侵入	侵入	VERB	1
侵入	侵入	VERB	dep	兼任	兼任	VERB	1
天津	天津	PROPN	obj	侵入	侵入	VERB	1
,	,	PUNCT	punct	兼任	兼任	VERB	6
他	他	PRON	nsubj	兼任	兼任	VERB	1
一	一	NUM	nummod	度	度	NOUN	7
度	度	NOUN	advmod	兼任	兼任	VERB	1
兼任	兼任	VERB	acl	兼任	兼任	VERB	1
天津	天津	PROPN	nmod	秘書	秘書	NOUN	1
都統	都統	NOUN	nmod	秘書	秘書	NOUN	1
衙門	衙門	NOUN	nmod	秘書	秘書	NOUN	1
漢	漢	PROPN	case:suff	文	文	PART	1
文	文	PART	nmod	秘書	秘書	NOUN	1
秘書	秘書	NOUN	obj	兼任	兼任	VERB	1
辦理	辦理	VERB	acl	兼任	兼任	VERB	1
一切	一切	DET	det	事務	事務	NOUN	1
外交	外交	NOUN	nmod	事務	事務	NOUN	1
事務	事務	NOUN	obl	辦理	辦理	VERB	1
後來	後來	NOUN	nmod:tmod	兼任	兼任	VERB	1
又	又	ADV	mark	兼任	兼任	VERB	1
兼任	兼任	VERB	root	ROOT	ROOT	ROOT	2
保定	保定	PROPN	nmod	教習	教習	NOUN	1
學堂	學堂	NOUN	nmod	教習	教習	NOUN	1
總	總	PART	case:pref	教習	教習	NOUN	4
教習	教習	NOUN	obj	兼任	兼任	VERB	1
.	.	PUNCT	punct	兼任	兼任	VERB	2
1903	1903	NUM	nummod	年	年	NOUN	2
年	年	NOUN	nmod:tmod	易名	易名	VERB	1
該	該	DET	det	學堂	學堂	NOUN	1
學堂	學堂	NOUN	nsubj	易名	易名	VERB	1
易名	易名	VERB	dep	任	任	VERB	1
為	為	VERB	mark	易名	易名	VERB	2
北洋	北洋	PROPN	nmod	學堂	學堂	NOUN	1
大	大	PART	case:pref	學堂	學堂	NOUN	1
學堂	學堂	NOUN	obj	易名	易名	VERB	1
(	(	PUNCT	punct	大學	大學	NOUN	2
今	今	NOUN	nmod	大學	大學	NOUN	1
天津	天津	PROPN	nmod	大學	大學	NOUN	1
大學	大學	NOUN	appos	學堂	學堂	NOUN	1
)	)	PUNCT	punct	大學	大學	NOUN	2
,	,	PUNCT	punct	任	任	VERB	24
丁	丁	PROPN	nmod	家立	家立	PROPN	1
家立	家立	PROPN	nsubj	任	任	VERB	1
仍	仍	ADV	advmod	任	任	VERB	1
任	任	VERB	root	ROOT	ROOT	ROOT	16
教習	教習	NOUN	obj	任	任	VERB	2
.	.	PUNCT	punct	任	任	VERB	16
其後	其後	NOUN	nmod:tmod	逃至	逃至	VERB	1
,	,	PUNCT	punct	逃至	逃至	VERB	1
前者	前者	NOUN	nsubj:pass	殺	殺	VERB	1
在	在	ADP	case	逃亡	逃亡	VERB	1
逃亡	逃亡	VERB	xcomp	殺	殺	VERB	1
時	時	ADP	mark	逃亡	逃亡	VERB	1
被	被	VERB	aux:pass	殺	殺	VERB	6
殺	殺	VERB	dep	逃至	逃至	VERB	1
而	而	ADV	mark	逃至	逃至	VERB	1
七里	七里	PROPN	case:suff	氏	氏	PART	1
氏	氏	PART	nsubj	逃至	逃至	VERB	1
則	則	ADV	mark	逃至	逃至	VERB	1
能	能	AUX	aux	逃至	逃至	VERB	1
成功	成功	ADV	advmod	逃至	逃至	VERB	1
逃至	逃至	VERB	root	ROOT	ROOT	ROOT	1
加賀	加賀	PROPN	obj	逃至	逃至	VERB	1
.	.	PUNCT	punct	逃至	逃至	VERB	1
在	在	ADP	case	最後	最後	NOUN	2
最後	最後	NOUN	obl	意識	意識	VERB	1
,	,	PUNCT	punct	意識	意識	VERB	1
醫生	醫生	NOUN	nsubj	意識	意識	VERB	1
終於	終於	ADV	advmod	意識	意識	VERB	1
意識	意識	VERB	root	ROOT	ROOT	ROOT	2
到	到	VERB	mark	意識	意識	VERB	3
外星	外星	NOUN	case:suff	人	人	PART	2
人	人	PART	case:suff	們	們	PART	1
們	們	PART	nsubj	沒有	沒有	VERB	1
只	只	ADV	advmod	要	要	VERB	1
想	想	AUX	aux	要	要	VERB	3
要	要	VERB	acl	沒有	沒有	VERB	1
他	他	PRON	det	歌聲	歌聲	NOUN	2
的	的	PART	case:dec	他	他	PRON	77
歌聲	歌聲	NOUN	obj	要	要	VERB	1
,	,	PUNCT	punct	沒有	沒有	VERB	56
而	而	ADV	mark	沒有	沒有	VERB	2
並	並	ADV	mark	沒有	沒有	VERB	13
沒有	沒有	VERB	ccomp	意識	意識	VERB	1
將	將	VERB	aux:caus	視作	視作	VERB	1
他	他	PRON	nsubj	視作	視作	VERB	1
視作	視作	VERB	xcomp	沒有	沒有	VERB	1
個	個	NOUN	clf	實體	實體	NOUN	1
有	有	VERB	acl:relcl	實體	實體	NOUN	1
情感	情感	NOUN	obj	有	有	VERB	1
的	的	PART	mark:relcl	有	有	VERB	37
實體	實體	NOUN	obj	視作	視作	VERB	1
.	.	PUNCT	punct	意識	意識	VERB	2
人	人	PART	nsubj	決定	決定	VERB	1
決定	決定	VERB	dep	讓	讓	VERB	1
將	將	VERB	aux:caus	傳遍	傳遍	VERB	1
歌聲	歌聲	NOUN	obj	傳遍	傳遍	VERB	1
傳遍	傳遍	VERB	ccomp	決定	決定	VERB	1
整顆	整顆	DET	det	星球	星球	NOUN	1
星球	星球	NOUN	iobj	傳遍	傳遍	VERB	1
,	,	PUNCT	punct	讓	讓	VERB	20
這	這	PRON	nsubj	讓	讓	VERB	2
讓	讓	VERB	root	ROOT	ROOT	ROOT	15
他	他	PRON	nsubj	成	成	VERB	9
成	成	VERB	ccomp	讓	讓	VERB	3
為	為	VERB	mark	成	成	VERB	106
了	了	PART	case:aspect	成	成	VERB	18
一	一	NUM	nummod	名	名	NOUN	31
名	名	NOUN	clf	歌星	歌星	NOUN	1
歌星	歌星	NOUN	obj	成	成	VERB	1
.	.	PUNCT	punct	讓	讓	VERB	13
醫生	醫生	NOUN	nsubj	讓	讓	VERB	1
變得	變得	AUX	cop	自負	自負	ADJ	1
十分	十分	ADV	advmod	自負	自負	ADJ	1
自負	自負	ADJ	acl	讓	讓	VERB	1
並	並	ADV	mark	讓	讓	VERB	1
在	在	VERB	acl:relcl	們	們	PART	1
航海	航海	VERB	case:suff	家	家	PART	1
家	家	PART	case:suff	號	號	PART	1
號	號	PART	obj	在	在	VERB	1
上	上	NOUN	acl	號	號	PART	1
的	的	PART	mark:relcl	在	在	VERB	27
朋友	朋友	NOUN	case:suff	們	們	PART	1
們	們	PART	nsubj	感到	感到	VERB	1
感到	感到	VERB	ccomp	讓	讓	VERB	1
很	很	ADV	advmod	愉快	愉快	ADJ	1
不	不	ADV	advmod	愉快	愉快	ADJ	1
愉快	愉快	ADJ	xcomp	感到	感到	VERB	1
該路	該路	NOUN	nsubj	臨近	臨近	VERB	1
臨近	臨近	VERB	amod	段	段	NOUN	1
靜安	靜安	PROPN	case:suff	寺	寺	PART	1
寺	寺	PART	obj	臨近	臨近	VERB	1
和	和	CCONJ	cc	渡	渡	PART	1
曹家	曹家	PROPN	case:suff	渡	渡	PART	1
渡	渡	PART	conj	寺	寺	PART	1
兩	兩	NUM	nummod	段	段	NOUN	2
段	段	NOUN	advmod	較多	較多	ADJ	1
店鋪	店鋪	NOUN	nsubj	較多	較多	ADJ	1
較多	較多	ADJ	root	ROOT	ROOT	ROOT	1
.	.	PUNCT	punct	較多	較多	ADJ	1
紀念	紀念	VERB	case:suff	碑	碑	PART	2
碑	碑	PART	nmod	四周	四周	NOUN	1
四周	四周	NOUN	nsubj	建成	建成	VERB	1
建成	建成	VERB	root	ROOT	ROOT	ROOT	3
佔地	佔地	NOUN	nmod	面積	面積	NOUN	2
面積	面積	NOUN	nsubj	平方米	平方米	NOUN	7
11265	11265	NUM	nummod	平方米	平方米	NOUN	1
平方米	平方米	NOUN	acl:relcl	公園	公園	NOUN	1
的	的	PART	mark:relcl	平方米	平方米	NOUN	1
三元	三元	PROPN	case:suff	里	里	PART	1
里	里	PART	nmod	公園	公園	NOUN	1
抗	抗	VERB	amod	公園	公園	NOUN	1
英	英	PROPN	obj	抗	抗	VERB	1
紀念	紀念	NOUN	nmod	公園	公園	NOUN	4
公園	公園	NOUN	obj	建成	建成	VERB	1
.	.	PUNCT	punct	建成	建成	VERB	3
該	該	DET	det	組織	組織	NOUN	4
組織	組織	NOUN	det	前身	前身	NOUN	1
的	的	PART	case:dec	組織	組織	NOUN	3
前身	前身	NOUN	nsubj	The	The	X	1
,	,	PUNCT	punct	The	The	X	1
是	是	AUX	cop	The	The	X	1
1963	1963	NUM	nummod	年	年	NOUN	6
年	年	NOUN	nmod:tmod	由	由	VERB	3
由	由	VERB	acl:relcl	The	The	X	1
奧地利	奧地利	PROPN	case:suff	裔	裔	PART	1
裔	裔	PART	nmod	馬赫盧普	馬赫盧普	PROPN	1
美國	美國	PROPN	nmod	馬赫盧普	馬赫盧普	PROPN	1
經濟	經濟	NOUN	case:suff	學	學	PART	3
學	學	PART	case:suff	家	家	PART	16
家	家	PART	nmod	馬赫盧普	馬赫盧普	PROPN	1
弗里茨	弗里茨	PROPN	nmod	馬赫盧普	馬赫盧普	PROPN	1
·	·	PUNCT	punct	馬赫盧普	馬赫盧普	PROPN	1
馬赫盧普	馬赫盧普	PROPN	nsubj	創立	創立	VERB	1
創立	創立	VERB	ccomp	由	由	VERB	3
The	The	X	dep	危機	危機	NOUN	1
Bellagio	Bellagio	X	flat:foreign	The	The	X	1
Group	Group	X	flat:foreign	The	The	X	1
;	;	PUNCT	punct	危機	危機	NOUN	1
目的	目的	NOUN	nsubj	是	是	VERB	7
是	是	VERB	dep	危機	危機	NOUN	1
為了	為了	ADP	case	探求	探求	VERB	1
探求	探求	VERB	xcomp	是	是	VERB	1
解決	解決	VERB	acl:relcl	方案	方案	NOUN	1
國際	國際	NOUN	nmod	問題	問題	NOUN	1
貨幣	貨幣	NOUN	nmod	問題	問題	NOUN	1
體系	體系	NOUN	nmod	問題	問題	NOUN	1
問題	問題	NOUN	obj	解決	解決	VERB	6
的	的	PART	mark:relcl	解決	解決	VERB	3
方案	方案	NOUN	obj	探求	探求	VERB	1
,	,	PUNCT	punct	危機	危機	NOUN	1
特別	特別	ADV	advmod	危機	危機	NOUN	1
是	是	AUX	cop	危機	危機	NOUN	1
1960	1960	NUM	nummod	年代	年代	NOUN	5
年代	年代	NOUN	nmod:tmod	面臨	面臨	VERB	1
美國	美國	PROPN	nsubj	面臨	面臨	VERB	1
所	所	ADV	mark	面臨	面臨	VERB	1
面臨	面臨	VERB	acl:relcl	危機	危機	NOUN	1
的	的	PART	mark:relcl	面臨	面臨	VERB	1
國際	國際	NOUN	nmod	危機	危機	NOUN	1
收支	收支	NOUN	nmod	危機	危機	NOUN	1
危機	危機	NOUN	root	ROOT	ROOT	ROOT	1
.	.	PUNCT	punct	危機	危機	NOUN	1
1642	1642	NUM	nmod	年	年	NOUN	1
年	年	NOUN	nmod	月	月	NOUN	5
11	11	NUM	nummod	月	月	NOUN	33
月	月	NOUN	nmod:tmod	擊敗	擊敗	VERB	1
,	,	PUNCT	punct	擊敗	擊敗	VERB	5
瑞典	瑞典	PROPN	case:suff	軍	軍	PART	3
軍	軍	PART	nsubj	擊敗	擊敗	VERB	1
於	於	VERB	acl	擊敗	擊敗	VERB	1
布賴滕費爾德	布賴滕費爾德	PROPN	obj	於	於	VERB	1
再度	再度	ADV	advmod	擊敗	擊敗	VERB	1
擊敗	擊敗	VERB	dep	宣戰	宣戰	VERB	1
神聖	神聖	PROPN	nmod	軍	軍	PART	1
羅馬	羅馬	PROPN	nmod	軍	軍	PART	1
帝國	帝國	NOUN	case:suff	軍	軍	PART	1
軍	軍	PART	obj	擊敗	擊敗	VERB	2
,	,	PUNCT	punct	宣戰	宣戰	VERB	4
但	但	ADV	mark	恐懼	恐懼	VERB	1
此時	此時	NOUN	nmod:tmod	恐懼	恐懼	VERB	1
丹麥	丹麥	PROPN	case:suff	王	王	PART	1
王	王	PART	nsubj	恐懼	恐懼	VERB	1
卻	卻	ADV	mark	嫉妒	嫉妒	VERB	1
嫉妒	嫉妒	VERB	acl	恐懼	恐懼	VERB	1
軍	軍	PART	det	成果	成果	NOUN	1
的	的	PART	case:dec	軍	軍	PART	7
成果	成果	NOUN	obj	嫉妒	嫉妒	VERB	1
,	,	PUNCT	punct	嫉妒	嫉妒	VERB	3
並	並	ADV	mark	恐懼	恐懼	VERB	1
恐懼	恐懼	VERB	dep	宣戰	宣戰	VERB	1
瑞典	瑞典	PROPN	nsubj	強大	強大	VERB	1
強大	強大	VERB	dep	受	受	VERB	1
後	後	ADP	mark	強大	強大	VERB	1
,	,	PUNCT	punct	受	受	VERB	7
丹麥	丹麥	PROPN	nsubj	受	受	VERB	1
受	受	VERB	ccomp	恐懼	恐懼	VERB	1
其	其	PRON	nsubj	制	制	VERB	1
所	所	ADV	mark	制	制	VERB	1
制	制	VERB	ccomp	受	受	VERB	1
此	此	PRON	obl	宣戰	宣戰	VERB	1
乘	乘	ADP	case	際	際	NOUN	1
軍	軍	PART	nsubj	進攻	進攻	VERB	1
進攻	進攻	VERB	acl:relcl	際	際	NOUN	1
日耳曼	日耳曼	PROPN	nmod	南方	南方	NOUN	1
南方	南方	NOUN	obj	進攻	進攻	VERB	1
之	之	PART	mark:relcl	進攻	進攻	VERB	1
際	際	NOUN	obl	宣戰	宣戰	VERB	1
向	向	ADP	case	瑞典	瑞典	PROPN	1
瑞典	瑞典	PROPN	obl	宣戰	宣戰	VERB	1
宣戰	宣戰	VERB	root	ROOT	ROOT	ROOT	1
.	.	PUNCT	punct	宣戰	宣戰	VERB	1
在	在	VERB	acl	放置	放置	VERB	1
密蘇里	密蘇里	PROPN	case:suff	州	州	PART	1
州	州	PART	obj	在	在	VERB	6
,	,	PUNCT	punct	放置	放置	VERB	2
由於	由於	ADP	case	要求	要求	NOUN	1
家長	家長	NOUN	det	要求	要求	NOUN	1
的	的	PART	case:dec	家長	家長	NOUN	1
要求	要求	NOUN	obl	放置	放置	VERB	1
該書	該書	NOUN	nsubj:pass	放置	放置	VERB	1
被	被	VERB	aux:pass	放置	放置	VERB	1
放置	放置	VERB	root	ROOT	ROOT	ROOT	1
在	在	VERB	mark	放置	放置	VERB	1
學校	學校	NOUN	nmod	館	館	PART	1
圖書	圖書	NOUN	case:suff	館	館	PART	10
館	館	PART	det	區	區	PART	1
的	的	PART	case:dec	館	館	PART	7
非	非	PART	case:pref	類	類	PART	1
小說	小說	NOUN	case:suff	類	類	PART	1
類	類	PART	nmod	區	區	PART	1
文學	文學	NOUN	nmod	區	區	PART	1
作品	作品	NOUN	nmod	區	區	PART	1
區	區	PART	obj	放置	放置	VERB	1
.	.	PUNCT	punct	放置	放置	VERB	1
本書	本書	NOUN	nsubj	基	基	VERB	1
就是	就是	ADV	mark	基	基	VERB	1
基	基	VERB	dep	達	達	VERB	1
於	於	VERB	mark	基	基	VERB	7
羅伊	羅伊	PROPN	det	故事	故事	NOUN	1
和	和	CCONJ	cc	塞隆	塞隆	PROPN	1
塞隆	塞隆	PROPN	conj	羅伊	羅伊	PROPN	1
的	的	PART	case:dec	羅伊	羅伊	PROPN	1
真實	真實	ADJ	amod	故事	故事	NOUN	1
故事	故事	NOUN	obj	基	基	VERB	1
,	,	PUNCT	punct	達	達	VERB	10
這	這	DET	det	隻	隻	NOUN	1
兩	兩	NUM	nummod	隻	隻	NOUN	1
隻	隻	NOUN	nmod	企鵝	企鵝	NOUN	1
住	住	VERB	acl:relcl	企鵝	企鵝	NOUN	1
在	在	VERB	mark	住	住	VERB	1
紐約	紐約	PROPN	nmod	園	園	PART	1
中央	中央	NOUN	nmod	園	園	PART	1
公園	公園	NOUN	nmod	園	園	PART	1
動物	動物	NOUN	case:suff	園	園	PART	5
園	園	PART	obl	住	住	VERB	1
的	的	PART	mark:relcl	住	住	VERB	2
雄性	雄性	NOUN	nmod	企鵝	企鵝	NOUN	2
南極	南極	PROPN	nmod	企鵝	企鵝	NOUN	1
企鵝	企鵝	NOUN	nsubj	組成	組成	VERB	1
組成	組成	VERB	csubj	達	達	VERB	1
伴侶	伴侶	NOUN	obj	組成	組成	VERB	1
達	達	VERB	root	ROOT	ROOT	ROOT	8
6	6	NUM	nummod	年	年	NOUN	3
年	年	NOUN	obj	達	達	VERB	1
.	.	PUNCT	punct	達	達	VERB	8
現實	現實	NOUN	advmod	天性	天性	NOUN	1
中	中	ADP	acl	現實	現實	NOUN	1
,	,	PUNCT	punct	天性	天性	NOUN	1
企鵝	企鵝	NOUN	nsubj	撫養	撫養	VERB	1
孵化	孵化	VERB	acl	撫養	撫養	VERB	1
並	並	ADV	mark	撫養	撫養	VERB	1
協助	協助	VERB	acl	撫養	撫養	VERB	1
撫養	撫養	VERB	csubj	天性	天性	NOUN	1
幼鳥	幼鳥	NOUN	nsubj	成長	成長	VERB	1
成長	成長	VERB	ccomp	撫養	撫養	VERB	1
是	是	AUX	cop	天性	天性	NOUN	1
其	其	PRON	nmod	天性	天性	NOUN	1
天性	天性	NOUN	dep	常見	常見	ADJ	1
,	,	PUNCT	punct	常見	常見	ADJ	2
這	這	PRON	nsubj	常見	常見	ADJ	1
在	在	ADP	case	鳥類	鳥類	NOUN	1
其他	其他	DET	det	鳥類	鳥類	NOUN	1
許多	許多	NUM	nummod	鳥類	鳥類	NOUN	1
鳥類	鳥類	NOUN	nmod	常見	常見	ADJ	1
中	中	ADP	acl	鳥類	鳥類	NOUN	1
也	也	ADV	mark	常見	常見	ADJ	2
很	很	ADV	advmod	常見	常見	ADJ	1
常見	常見	ADJ	root	ROOT	ROOT	ROOT	2
.	.	PUNCT	punct	常見	常見	ADJ	2
諸葛	諸葛	PROPN	nmod	亮	亮	PROPN	2
亮	亮	PROPN	nsubj	利	利	VERB	1
發明	發明	VERB	acl	利	利	VERB	1
八	八	NUM	nummod	陣	陣	NOUN	1
陣	陣	NOUN	nmod	圖	圖	PART	1
圖	圖	PART	obj	發明	發明	VERB	1
以	以	ADV	mark	利	利	VERB	1
利	利	VERB	root	ROOT	ROOT	ROOT	1
立營	立營	VERB	acl	練兵	練兵	VERB	1
